求人ID,Newフラグ,トピックスフラグ,テーマ,外資フラグ,ベンチャーフラグ,上場フラグ,リンク（面接官）,リンク（トピックス）,職種大分類コード1,職種中分類コード1,職種大分類名1,職種中分類名1,職種大分類コード2,職種中分類コード2,職種大分類名2,職種中分類名2,職種大分類コード3,職種中分類コード3,職種大分類名3,職種中分類名3,会社名（トピックス用）,職種名,職務内容,求めるスキル（必須条件）,求めるスキル（望ましい条件）,英語レベル,TOEIC,求める人物像,活かせる経験,都道府県1,市区町村1,都道府県2,市区町村2,学歴,年齢下限,年齢上限,年収下限,年収上限,募集背景,企業ID,業種カテゴリ,会社情報（紹介文）,会社情報（その他捕捉）,会社情報（設立）年,会社情報（設立）月,会社情報（資本金）万円,会社情報（従業員数）,企業県名,企業市区町村,ｺﾝｻﾙから一言,担当者,掲載日
1011163,1,0,ハイクラス,,,上場,,,4,1,マーケティング・広報・IR,マーケティング,2,6,ビジネスコンサルタント,その他,11,0,WEB・モバイル関連,,エムスリー株式会社,サイトマーケティングプロデューサー,同社の運営するサイトをさらに進化させ、ユーザー間の認知と利用頻度向上を通じてその価値の最大化を図ることがメインミッションです。日本最大の医療従事者専用サイトの、プロモーション企画立案と実施推進。サイトへのトラフィック誘導、アクセス数増加とロイヤルティ向上。新規会員登録の獲得。SEM、SEO、LPO、DM等、基本施策の継続的実施。既存会員への多面的なアプローチによる利用頻度向上等、既存の概念にとらわれない、クリエイティブな施策の企画提案と実施。現在メンバーは3名＋担当取締役。,ウェブマーケティング戦略の立案、実施経験。マーケティングデータの分析経験。多数のプロジェクトを並行して走らせ、高速でPDCAサイクルを回し続けるスキル。数字、分析、論理的思考に強いこと,SEM、SEO等、ウェブマーケティングの構成要素への理解、経験があれば尚可（医学、医療に関する知識は必要ありません）。【望ましい職務経験例】戦略系コンサルティング会社、市場調査会社等での、マーケティングデータの定量的分析経験。事業会社における、ネットマーケティング、プロモーション、サイト企画運営管理。会員制サイトの運用に関わった経験があれば尚可。Web改善コンサルティング会社での職務経験。,------,,既存の枠にとらわれない柔軟な発想、着眼力のある方,戦略系コンサルティング会社、市場調査会社等での、マーケティングデータの定量的分析経験,東京都,港区,,,大卒以上,27,35,600,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,困難に遭遇しても乗り越えられる楽観性、精神のタフさが求められます。,上條,2011/4/30 16:46
1006294,1,0,,,,上場,,,8,4,営業,企画営業,4,1,マーケティング・広報・IR,マーケティング,,,,,エムスリー株式会社,リサーチセールス&プランナー,製薬企業を中心とした、リサーチの企画提案営業。マルチクライアント型調査レポート営業、製薬企業への調査企画提案、実施、レポートまで。,製薬企業において、マーケティングリサーチの企画経験、製薬業界のリサーチ企業において、マーケティングリサーチ企画営業経験,,------,,コミュニケーション能力のある方,製薬企業において、マーケティングリサーチの企画経験,東京都,港区,,,大卒以上,25,30,500,800,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,クライアントへ自ら出向き、ヒアリングをして、調査を設計することが求められますので、営業力も含めた、スキルのバランスを求めております。,上條,2011/4/30 16:46
1011164,1,0,ハイクラス,,,上場,,,2,1,ビジネスコンサルタント,経営戦略系,2,6,ビジネスコンサルタント,その他,3,0,経営企画・事業企画,,エムスリー株式会社,新規事業開発/マーケティングプロデューサ,同社の経営資源を活用し、新たな収益の柱となる事業を構築することがメインミッションです。既存のコンシューマ向けサービスについて理解するとともに、当社の経営資源を活用した新規サービスの開発に取り組む。立ち上げからサービス開始後の継続的な運用体制まで、実際に事業として確立するまでコミットする。具体的には、現在社内で検討中のサービスの検討・立ち上げ。社内外のリソースを活用しながら、既存サービスと親和性の高い新規サービスの検討。上記案件を進めるにあたっての、必要な外部資源の調達、ビジネスパートナーとの交渉。法人向けサービス開始後は、クライアントへの営業、提案の実行。新規サービスの運用体制の構築・業務の効率化。,事業開発、サービス開発、またはサイト立上げのプロジェクトで重要な役割を担い、成果を上げた経験のある方（リーダー、またはそれに準ずるポジションであればなおよい）。単なる企画者、開発者としての役割をこなすだけではなく、経営的な視点でビジネスを自らリードする人材になろうという意欲の高い方。,"【望ましい職務経験例】事業会社における新規事業、サービスの立ち上げ参画経験、成功体験。	コンサルティングファームでの、マーケティングまたは事業開発プロジェクトを含む3年以上の経験。Webサービスの立ち上げ、当該サービスの継続的な改善。",------,,自分で最初の1円の売上をあげることへの執着心、推進力のある方,事業会社における新規事業、サービスの立ち上げ参画経験、成功体験,東京都,港区,,,大卒以上,27,35,600,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,参画者を説得できる論理力、プレゼンテーション力が求められるポジションです,上條,2011/4/30 16:46
1010490,1,0,ハイクラス,,,上場,,,8,4,営業,企画営業,11,0,WEB・モバイル関連,,4,1,マーケティング・広報・IR,マーケティング,エムスリー株式会社,戦略マーケティング／（セールス＆プロモーションプランナー）,同社の各種eマーケティングツール、サービスの営業・企画提案、および事業開発がメインミッションです。製薬会社をはじめとするクライアントの戦略マーケティングニーズを把握し、エムスリーの持つ各種プロモーションツールを活用し、製品のプロモーションを包括的にサポートする営業・企画提案をします。また、単なる顧客開拓ではなく、獲得したプロジェクトの進捗管理を含めた、トータルなプロジェクトマネージメントも行っていただきます。将来的にはニーズによりマッチする新サービスの企画開発にも取り組んでいただくことを想定しています。更に現在数億円の当該事業を、数年後に数十億円規模に成長させて行く予定であり、事業開発面でのリーダーシップ（ベンチャースピリット、起業家精神）も期待しています。,Web広告やマーケティング企業での営業経験3年以上で営業実績の高い方（ただし、以下は対象外とさせていただきます。求人広告企業のご経験のみの方、営業対象が、個人・個人商店などのご経験のみの方、取り扱い業界が特化している方）。顧客向け企画提案の実績のある方（事業開発、コンサルティング会社、広告代理店）,この職種で最も重要視するのは、「営業力」です。営業実績については、単なる数字ではなく、感覚・タイミング・指示されたことだけをやっていた・人間関係の構築によるアプローチなどではなく、戦略的な手法で結果に結び付けているかプロセスも重視します。,------,,人間関係型ではなく、問題解決型の志向性（真の顧客志向）の方,Web広告やマーケティング企業での営業経験,東京都,港区,,,大卒以上,26,32,400,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,困難に遭遇しても乗り越えられる楽観性、精神のタフさが求められます。,上條,2011/4/30 16:46
1011633,1,0,ハイクラス,,,上場,,,11,0,WEB・モバイル関連,,,,,,,,,,エムスリー株式会社,Webデザイナー,同社が提供する新サービスや既存サービスにおいて、より多くのユーザーにとって使いやすく、かつビジネスと成果の上がるビジュアルデザインの提案、作成。それを具現化するフロントエンドコーディングを担当していただきます。ウェブアプリケーションのビジュアルデザインとフロントエンドコーディング、パンフレット等の紙媒体のデザイン、ロゴやキャラクター等のデザイン等。,ウェブデザインにおける、以下の技術経験（Photoshop・Illustrator（経験2年以上）、HTML・CSS（タグうち）、携帯またはスマートフォン用サイト構築経験）。「顔」のイラストを描くことができる方。デザインをロジカルに説明できる。目標達成のための執着心のある方。,JavaScript、XML/ XSL、Flash。印刷物のデザイン経験。ユーザビリティ、アクセシビリティに関する知識。,------,,協調性があり、チームワークを大切にできる方,,東京都,港区,,,大卒以上,25,45,400,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,目標達成のために必要なデザインを考えることが出来る方求めます,上條,2011/4/30 16:46
113089,1,0,ハイクラス,,,上場,,,2,1,ビジネスコンサルタント,経営戦略系,2,6,ビジネスコンサルタント,その他,3,0,経営企画・事業企画,,エムスリー株式会社,クライアントパートナー（コンサルタント）,自社サービスの顧客（主に製薬会社）に対する、eマーケティング戦略コンサルティング。長期的には、製薬業界における新たなマーケティングツール、サービスの企画、事業化も。具体的には：年間売上1億円以上のアカウントを複数社（2～3社）担当、担当クライアント、担当製品に対する、eマーケティング戦略の企画立案、自社サービスを活用したeマーケティング推進の為の、担当クライアントへの継続的なサポート、新規顧客開拓サービス導入の提案、プレゼンテーションなど。これまで医薬品業界において、製薬会社が医師に対して医薬品のマーケティングメッセージを伝える方法は、自社の営業担当者（MR）による直接訪問しかありませんでした。同社のツールは、製薬業界初、かつ唯一の、インターネットを用いたOnetooneマーケティングツール＆プラットフォームです。,戦略系コンサルタント経験のある方。アカウントマネジメントができる方。マーケティング戦略の立案、実施経験があること：客観的な事象やデータに基づき、論理的に考える力のある方。事業会社の企画ポジションにて実務経験のある方。,医療、製薬業界の経験は望ましいですが、必須ではありません　業界を問わず、プロダクトマネージャー等の立場で、担当商品のマーケティングプラン立案から売上達成までを通して関わった方,------,,コミュニケーション能力、プレゼンテーション能力,製薬会社でマーケティング企画、営業企画経験がある方　など,東京都,港区,,,大卒以上,26,39,600,1800,事業拡大に伴う増員です,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,既成概念にとらわれない発想力、柔軟性、「人間関係」ではなく「問題解決」志向であること,上條,2011/4/30 16:46
1011162,1,0,ハイクラス,,,上場,,,11,0,WEB・モバイル関連,,11,0,WEB・モバイル関連,,,,,,エムスリー株式会社,Web編集コンテンツプランナー,国内最大級の医療従事者向けサイト「m3.com」サイトの編集コンテンツの充実を通じて、サイト価値の最大化を図る（医師会員数、アクセス数の増加、m3.comブランドの向上）がメインミッションです。編集部のメンバーとして、サイト上で展開する医師向けの様々なコンテンツの新規企画、開発、運営を担当していただきます。ユーザー参加型コンテンツの新規企画、開発、運営。外部コンテンツに付加価値をつけてサイト内への導入を図る。既存コンテンツの提供スタイルの改善とシナジーの追求、実現。編集部の一員として、既存コンテンツの取材、編集にも参加していただきます。,ネット媒体での編集コンテンツ企画、開発、運営経験者,新規コンテンツの開発プロジェクト責任者経験があれば尚可。医療の知識、経験は必須ではないが、あれば望ましい,------,,既存の枠にとらわれない柔軟な発想、着眼力のある方,&#8226;大規模ウェブサイトでのコンテンツ企画開発担当者,東京都,港区,,,大卒以上,27,35,600,900,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,自らの業務を自ら管理し遂行する、高い責任感と倫理感のある方お待ちしております,上條,2011/4/30 16:46
1007861,1,0,,,,上場,,,16,0,その他,,,,,,,,,,エムスリー株式会社,コンテンツプロデューサー,自社サイトで展開する医療コンテンツの企画・提案～製作管理。マーケティング戦略をもとにした医療コンテンツの企画・提案。ライター、Webデザイナー、制作プロダクション、監修医、出演するオピニオンリーダー等の選定、ディレクション。効果測定、品質管理、新企画提案、システム改善等。,製薬会社でのMR経験3年以上（大学病院または都心エリア等の担当経験）またはプロダクトマネージャー経験者。広範囲かつ専門的な医薬品の知識、製薬会社のマーケティングの知識。高いPCスキルおよび画像関連、インターネットに興味が強い方,,------,,コミュニケーション力のある方,プロモーションサイト、CM、Web広告等の企画～実施までの経験者,東京都,港区,,,大卒以上,27,32,400,800,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,幅広い業務に対して、好奇心をもって前向きに取り組むことができる能力のある方を求めます。,上條,2011/4/30 16:46
1009814,1,0,ハイクラス,,,上場,,,10,2,ITエンジニア,オープン系システム,10,8,ITエンジニア,WEBアプリケーション,10,1,ITエンジニア,プロジェクトマネージャー・リーダー,エムスリー株式会社,システムエンジニア,メインミッションは、日本最大の医療従事者向けポータルサイトの新規サービス開発、既存サービスの改善、社内システム開発を設計からリリースまで担当し、最先端のIT技術を使って日本の医療現場を変革することです。具体的には、医療従事者向け、一般消費者向けの新しいウェブサービスを企画段階から関わり、設計・実装・運用まで少人数のチームで行って頂きます。経験と資質によっては、プロジェクトをリードしていただきます。,3年以上のソフトウェア開発経験、Javaによるウェブアプリケーション開発経験（2年以上）、Linux、UNIX環境での開発経験、Web・データベースの知識と経験,ウェブサービスの運用経験、JavaScript、PHP、Ruby、Python、Perl等スクリプト系言語の開発経験、Spring、Seasar2、Hibernate、Struts、XML、XSLT、AJAX、Scrum/アジャイル開発経験、読み・書きができる英語レベル、オープンソースプロジェクトへの参加、ビジネスレベルの日本語能力があれば、外国人も可,ベーシックレベル,,急成長ネット系企業で上流工程から実装・リリースまでインパクトの大きい仕事を一貫して責任をもって成し遂げる意欲のある方,ネット系企業あるいは事業会社のIT部門での開発経験、SIer、ITコンサルティング会社等での開発経験,東京都,港区,,,大卒以上,27,35,400,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,最新のIT技術や仕組みを使い、医療現場から喜ばれるサービスの提案と実現していただきます,上條,2011/4/30 16:46
1012157,1,0,ハイクラス,,,上場,,,3,0,経営企画・事業企画,,6,0,経理・財務・会計,,,,,,エムスリー株式会社,経営管理担当,"経理数値他、企業の情報を管理し、経営陣の意思決定を支援することがメインミッションです。具体的な業務は	社内グループ別予算実績管理（管理会計）の実施、グループ会社予算の作成と統制、子会社管理業務のサポート、その他経営に関連する様々な特命事項への対応等です。ご経験に応じて将来的には以下の業務もご担当いただきます；・IR、広報 、株主総会の運営事務局、決算短信、有価証券報告書等の開示資料の作成サポート等",企業の収益状況を分析できるレベルの会計知識。Excel、PowerPoint操作上級レベル。,コンサルティングファームまたは投資銀行にて企業分析等を行った経験があれば尚可。ビジネス英会話レベルの英語力があれば尚可。,スタンダードレベル,,社内外において円滑に業務を進められるコミュニケーション力。量・スピード・質を担保した業務スケジュールの管理ができる方。,企業の収益状況を分析できるレベルの会計知識,東京都,港区,,,大卒以上,25,35,600,1000,事業拡大に伴う増員,210621,インターネット,インターネットを利用した医療関連サービスの提供。メインクライアントは大手製薬会社（現在28社）及び医師。日本最大の医療従事者向けポータルサイトを持ち医師会員20万人、薬剤師会員7万人のデータベースを武器に躍進しています。「インターネットを活用して、健康で長生きできる人を一人でも増やし、不必要な医療コストを一円でも減らすこと」それが願いであり、事業の目的でもあります。,医療従事者会員向けサービス／医療関連企業マーケティング支援m3.comは日本の医師（28万人）の半数以上（約20万人）が利用する国内最大（唯一）の医療情報ポータルサイト。薬剤師や看護師を含む医療従事者会員は51万人を超えています。内容としては情報サービスとして医療ニュース、検索サービス、文献検索、法律相談、掲示板、等。「MR君」とは医師と製薬会社を結ぶ医薬品情報の双方向サービスです。音声、動画も利用。その他のサービスとして「QOL君」（医師の生活に役立つライフスタイル（非医療分野）支援サービス）、医師・看護師・薬剤師転職サイト（エムスリーキャリア）、医師・看護師コミュニティサイト、セレクトショップ運営など。医療従事者以外の一般向けサービスとしてAskDoctors（ネットで医師に質問できるQ&Aサイト）、AskMoon（女性向けヘルスケアサイト）、AskMind（心の健康をサポート）等。利用者は約20万人。その他海外展開としてMR君という日本発のビジネスモデルを武器に、アメリカ、韓国、ドイツ、イギリスに展開中。,2000,9,118757,100,東京都,港区芝大門2-5-5　住友不動産芝大門ビル12Ｆ,雑務等も嫌がらず、経理業務や既存事例に固執せず、社長意識を持ち、フレキシブルな対応ができる方求めています。,上條,2011/4/30 16:45
